idx	n   m	rmse_e	rmse_f
0	16	1767	0.024586498819634463	0.42390587166218824	
1	24	2022	0.023295369776510533	0.3950046782516749	
2	38	2532	0.021095199594957516	0.3566087696263204	
3	57	3417	0.025834133768660155	0.4259744804034822	
4	89	4776	0.021060759116804394	0.3735054404485871	
5	137	6735	0.02065165718451812	0.3737773689785776	
6	214	10347	0.020771737841973396	0.3854534253225139	
7	333	16188	0.019659821367383826	0.36453547827585864	
8	515	25059	0.01902946146262158	0.3556867548404845	
9	796	38346	0.019319429074258578	0.3623379713485245	
10	1934	93765	0.019036442686027454	0.3537103089047155	
11	16	1767	0.022082726139798677	0.4012461104585278	
12	24	2022	0.023365066657657745	0.3866924004777702	
13	38	2532	0.020659576017802776	0.3866162227620236	
14	57	3417	0.022706733195474872	0.4091575032409562	
15	89	4776	0.02269834360078241	0.4187171096978783	
16	137	6735	0.02055344090322504	0.3648786367270292	
17	214	10347	0.019840874930554683	0.3683802386810914	
18	333	16188	0.019264606985503398	0.3506631233147991	
19	515	25059	0.019114969632235385	0.3518632956188436	
20	796	38346	0.019219974544135095	0.3535020509642422	
21	1934	93765	0.018955835429661422	0.35140415396179137	
22	16	1767	0.022990577828481077	0.3526074150234517	
23	24	2022	0.02585449637783111	0.4318899772043535	
24	38	2532	0.021125686077175184	0.3710507757371002	
25	57	3417	0.022728969977853057	0.39591788859991023	
26	89	4776	0.023179519914134066	0.40527647136600375	
27	137	6735	0.020626491960335107	0.3797250779857545	
28	214	10347	0.01943029733551614	0.36031364194655446	
29	333	16188	0.01935365187526694	0.35435070777884675	
30	515	25059	0.01939743824272912	0.3663260113995034	
31	796	38346	0.01937386304595981	0.3580231185507771	
32	1934	93765	0.01887048910603561	0.34794756841057584	
33	16	1767	0.024513088880103395	0.43994361694773043	
34	24	2022	0.0259784319945386	0.39843365338103726	
35	38	2532	0.022076023733410843	0.3747557033959596	
36	57	3417	0.023687436193658297	0.381458808237103	
37	89	4776	0.01978203496933393	0.3617818236113629	
38	137	6735	0.020648076186547414	0.39040900915090543	
39	214	10347	0.019775583995200383	0.3637286715304021	
40	333	16188	0.019855832297591847	0.35225784404449795	
41	515	25059	0.01994325514537687	0.37592564685308594	
42	796	38346	0.019049225749673215	0.3504798724059982	
43	1934	93765	0.01893604410298594	0.34974562852897545	
44	16	1767	0.022778581048108086	0.3864829119623026	
45	24	2022	0.02321549247728456	0.41275037733886544	
46	38	2532	0.02363235925722938	0.4127083566807271	
47	57	3417	0.02140421848301814	0.3789988543523274	
48	89	4776	0.020244902695552514	0.3688553695304115	
49	137	6735	0.02019790941750939	0.3728026574117364	
50	214	10347	0.020578050729737653	0.36069652435088423	
51	333	16188	0.019624918659492115	0.352037445603505	
52	515	25059	0.019248524777985637	0.3514952885147091	
53	796	38346	0.01931841072661734	0.3508499068258836	
54	1934	93765	0.01884482739962975	0.349531228407766	
55	16	1767	0.025877503914400458	0.4339288266492451	
56	24	2022	0.027179636518459612	0.4049009253408687	
57	38	2532	0.02387526456640642	0.4082780086153064	
58	57	3417	0.020884006033808713	0.37553604149914177	
59	89	4776	0.021049613912364956	0.36984843333167633	
60	137	6735	0.02071885084871468	0.3885651851582569	
61	214	10347	0.01986686630424843	0.3631505485373752	
62	333	16188	0.019448439284999234	0.3557660118980327	
63	515	25059	0.019423586773865784	0.3653543898727151	
64	796	38346	0.01957332410433677	0.35593502624017154	
65	1934	93765	0.019021418990707206	0.35331669438969626	
66	16	1767	0.023916812801429804	0.3738681058181842	
67	24	2022	0.02798341083524129	0.3997647856394399	
68	38	2532	0.021846575574745484	0.38455010421721486	
69	57	3417	0.021849801542279466	0.37915698382193763	
70	89	4776	0.021224449149557914	0.378577311400464	
71	137	6735	0.020341068045102433	0.3669931730410811	
72	214	10347	0.019813837627341326	0.37192170898445154	
73	333	16188	0.020060215101554126	0.3509741496433443	
74	515	25059	0.019622718313921476	0.3716789454745429	
75	796	38346	0.01929975346643686	0.3557255301895396	
76	1934	93765	0.018976142574368113	0.3531892031595718	
77	16	1767	0.025053757414013052	0.44076644352407807	
78	24	2022	0.022619471314200734	0.40165239990417434	
79	38	2532	0.028624036346756497	0.4695270989988419	
80	57	3417	0.024144541247741333	0.4063843850398398	
81	89	4776	0.020463185175741288	0.36116347256186737	
82	137	6735	0.021087753707169133	0.37890353114694014	
83	214	10347	0.02027445457111339	0.3794258118474403	
84	333	16188	0.019760063607541286	0.36317277632046374	
85	515	25059	0.019682067271157306	0.36314383853744087	
86	796	38346	0.0192556106091026	0.3565507640954745	
87	1934	93765	0.018858805309016013	0.35102168914044085	
88	16	1767	0.029167633464228026	0.4716474790391064	
89	24	2022	0.025931224436077368	0.43532690396902	
90	38	2532	0.0282462671408257	0.5278922631767702	
91	57	3417	0.021533354243783005	0.40794549097114335	
92	89	4776	0.021639339619779676	0.37290114646593486	
93	137	6735	0.020914072626053392	0.3746694262416286	
94	214	10347	0.019581458187052474	0.3575839226300452	
95	333	16188	0.019781844649844383	0.36180038459405256	
96	515	25059	0.019720913817047162	0.36556257568422246	
97	796	38346	0.01914448911379107	0.3584833718035152	
98	1934	93765	0.018903719019959724	0.3494019984454232	
99	16	1767	0.026990959107625355	0.3932628922677454	
100	24	2022	0.024869424156474886	0.4416901245663266	
101	38	2532	0.025652665694604844	0.4624556938532669	
102	57	3417	0.02313940381232222	0.3854883510310504	
103	89	4776	0.02031398930350515	0.39877430927508295	
104	137	6735	0.02106987155467123	0.3973773211170053	
105	214	10347	0.020654635580207876	0.3818107776346218	
106	333	16188	0.01950572257774143	0.3606836112137653	
107	515	25059	0.0201426878799184	0.37815304630147506	
108	796	38346	0.019315207159898037	0.3519653429490379	
109	1934	93765	0.018904023501498696	0.34819406409458076	
