idx	n   m	rmse_e	rmse_f
0	16	1767	0.01639814421037704	0.25834968067573755	
1	24	2022	0.012036301914671196	0.20294047054621298	
2	38	2532	0.010213822234832408	0.18245218800949695	
3	57	3417	0.009390479166182474	0.1750888896915761	
4	89	4776	0.009286769689605798	0.17835096404347855	
5	137	6735	0.00983345196462262	0.18591122654372594	
6	214	10347	0.008379830093353047	0.1745918301041279	
7	333	16188	0.007872765974461873	0.191567227256988	
8	515	25059	0.007106538186107447	0.18878584508543103	
9	796	38346	0.006840994016292784	0.18573916029362958	
10	1934	93765	0.006332969521432486	0.1777850682049314	
11	16	1767	0.01218764749496415	0.21478205064951353	
12	24	2022	0.010827457319618143	0.19737208753306404	
13	38	2532	0.009147180530496806	0.1741127139411138	
14	57	3417	0.009354571829335986	0.1614922639716392	
15	89	4776	0.009449692033468314	0.16430916039111368	
16	137	6735	0.009282109208045933	0.16849641519226016	
17	214	10347	0.008915199650211222	0.17227856572633674	
18	333	16188	0.007693270827403274	0.19616758177831803	
19	515	25059	0.007311787331969488	0.18991504541133752	
20	796	38346	0.00732103689418751	0.17131298256756083	
21	1934	93765	0.006444775177442199	0.1740505103791233	
22	16	1767	0.011986754518096136	0.20047530500226599	
23	24	2022	0.01109584100702978	0.2134562173995994	
24	38	2532	0.010260034808720694	0.18297578454978647	
25	57	3417	0.010624493536285433	0.1668448933658496	
26	89	4776	0.01008753744523197	0.17555190149570657	
27	137	6735	0.00916970410059938	0.18242558866593966	
28	214	10347	0.0088596478027641	0.16691489772254295	
29	333	16188	0.008055911364366024	0.18903500453714134	
30	515	25059	0.007394595037815159	0.17991593859657173	
31	796	38346	0.007165024114383869	0.18061687067063512	
32	1934	93765	0.006254736356134792	0.17148778889810481	
33	16	1767	0.011696656518803425	0.21820773199855367	
34	24	2022	0.010337973532966718	0.19183881560340066	
35	38	2532	0.010149956040273047	0.1807753947592793	
36	57	3417	0.010296164910280962	0.18933746580746452	
37	89	4776	0.008950984290383407	0.16686681146738672	
38	137	6735	0.009191748207067958	0.18324844242875254	
39	214	10347	0.008516130006246049	0.1759024905118968	
40	333	16188	0.008475098271738205	0.17135727997295241	
41	515	25059	0.007216024582866276	0.1823702975260444	
42	796	38346	0.006578993831606138	0.18286207663298568	
43	1934	93765	0.006357741252847457	0.16858982844083023	
44	16	1767	0.013286216563589567	0.21323181983446735	
45	24	2022	0.011097924803072489	0.20174547458649958	
46	38	2532	0.010399753038188056	0.18056827229363118	
47	57	3417	0.01043323185718819	0.17455882343150053	
48	89	4776	0.00944882920628409	0.17133828688071676	
49	137	6735	0.00888692389646062	0.16571453393015936	
50	214	10347	0.009053410233350103	0.18094534994245776	
51	333	16188	0.007629111588506717	0.19179379274939126	
52	515	25059	0.007184087731072298	0.19222623378385742	
